人员id,电影id,人员名字,类型
c924e8ea-24ff-4878-89ec-b156727d22c5,30438264,金建学,2
685e4eb1-9311-44dd-9e6c-3015a35b3181,30438264,李抒澔,2
1051245,30232274,安藤真裕,0
1315671,30232274,濑户麻沙美,2
1321423,30232274,大久保瑠美,2
1312902,30232274,内山昂辉,2
94e8f7f8-4f79-4d26-b156-01b4c0a57de5,30232274,高桥春香,2
1351264,30232274,大空直美,2
dbb05485-f8f5-497e-9d5d-d7c204fe6161,30329126,Takashi Hirose,0
b057f1f3-4c18-4eb9-87d5-828338b1d4f8,30329126,Takashi Hirose,1
df3c09b9-86dc-4fd8-8ed6-1e38afea8c05,30329126,Katrina Grey,2
1349821,30329126,仁科贵,2
1321212,30329126,亚矢乃,2
9ea2d08c-b6fc-4e2d-a9ec-b7f60a81928a,30329126,Naho Nakashima,2
da5a6278-5358-48f5-a0c8-6b1a2faeb72a,30329126,Butch,2
d10d5fc6-d7fb-4b08-864c-00a11e3660c8,30329126,Nanako Ohata,2
1028608,30366631,David Zappone,0
1108837,30366631,佩妮·约翰逊,2
1055333,30366631,特里·法瑞尔,2
1040504,30366631,华莱士·肖恩,2
1025254,30366631,娜娜·维西特,2
1036503,30366631,妮可·德波儿,2
1022508,30366631,雷内·奥博诺伊斯,2
1036488,30366631,迈克尔·多恩,2
1049736,30366631,杰弗瑞·考姆斯,2
1143368,30366631,安德鲁·罗宾逊,2
1019029,30366631,科尔姆·米尼,2
1040597,30366631,亚历山大·希迪格,2
1018147,30366631,詹姆斯·达伦,2
1054878,30366631,阿尔明·谢摩尔曼,2
1056883,30366631,马克·阿莱莫,2
1027326,30366631,艾弗利·布鲁克斯,2
1009571,30366631,罗纳德·D·摩尔,2
1064769,30366631,凯西·比格斯,2
1385822,30366631,马克·伯纳登,2
1322919,30366631,大卫·卡森,2
1018474,30366631,迈克尔·皮勒,2
1136768,30366631,Bill Mumy,2
1032155,30366631,Chase Masterson,2
1084368,30366631,Aron Eisenberg,2
1101461,30366631,Max Grodénchik,2
1123219,30366631,Cirroc Lofton,2
1091135,30366631,J.G. Hertzler,2
1128354,30366631,Robert O'Reilly,2
1060508,30366631,Cecily Adams,2
1093104,30366631,Hana Hatae,2
1014340,30366631,Rick Berman,2
1290388,30366631,Junie Lowry-Johnson,2
1063325,30366631,Felecia M. Bell,2
1028608,30366631,Ira Steven Behr,2
1282718,30366631,Doug Drexler,2
1089220,30366631,Lolita Fatjo,2
1300727,30366631,Jonathan West,2
1381648,30194423,王立平,0
edda7e62-7b26-4a80-89a5-6c1d50add20a,30140114,賴偉棠,0
a095fc69-36f0-401b-adce-652538f38bf0,30140114,黃翠華,1
1340624,30140114,胡诺言,2
1326932,30140114,庄思敏,2
1274580,30140114,麦长青,2
1371988,30140114,麦玲玲,2
6a010c00-48e6-4106-8479-8722aca22668,30140114,李丞責,2
1332518,30258085,衣楠,0
62180e42-558b-4b1b-853a-9279c09690d2,30258085,唐人,1
1312693,30258085,许绍洋,2
1274779,30258085,赵小锐,2
1038974,30258085,丁嘉丽,2
1326049,30258085,许文广,2
2fd9b800-29ec-4df6-a3c7-e6dfa0ae596a,27664622,Paul Gay,0
1339881,27664622,安·克利芙丝,1
1002520,27664622,马修·汤姆森,1
1032036,27664622,布兰达·布莱斯,2
1274869,27664622,肯尼·道提,2
1376015,30358091,黑子,0
cf7c6713-1d9f-4f6b-940b-a50e05895f9f,30358091,东京,1
8303dfc4-20e7-4529-a04b-007301cf890e,30358091,姜琦,2
ace32719-0f66-400f-a129-950db602a41f,30358091,时铭健,2
891dab37-2baa-416b-918c-e6064c07db56,30358091,亦瑶,2
81fca19e-bb45-4e0f-9bac-8de8ef79a72e,30358091,刘瑶瑶,2
1096554,26926309,平野俊贵,0
1314505,26926309,浦畑达彦,1
1318730,26926309,岛崎信长,2
1026133,26926309,菅生隆之,2
1042900,26926309,岛田敏,2
1038087,26926309,小山力也,2
1317111,26926309,江口拓也,2
1042350,26926309,银河万丈,2
1054354,26926309,子安武人,2
1194806,26926309,津田健次郎,2
1038560,26926309,茶风林,2
1033902,26926309,二又一成,2
1025850,26926309,麦人,2
1321468,26926309,川原庆久,2
1339311,26926309,雨宫天,2
1025560,26926309,古谷彻,2
1365201,27597060,石馆光太郎,0
1365201,27597060,石馆光太郎,1
1325749,27597060,洲崎绫,2
1245809,27597060,明坂聪美,2
1324060,27597060,三森铃子,2
1313437,27597060,水原薰,2
1327841,27597060,上坂堇,2
1319405,27597060,西明日香,2
1319414,27597060,荻野可鈴,2
1326732,27597060,田丸笃志,2
1376395,27597060,木野日菜,2
1019299,27597060,山寺宏一,2
1316346,30188778,陈羽凡,2
1326382,30188778,胡海泉,2
1318400,30188778,刘维,2
1337444,30188778,袁惟仁,2
1314295,30188778,李艾,2
1385789,30188778,程潇,2
1033068,26938137,马里加·路易斯·瑞恩,0
1033068,26938137,马里加·路易斯·瑞恩,1
1017991,26938137,戴夫·弗兰科,2
1013872,26938137,提姆·麦锡森,2
1036422,26938137,简·卡兹玛拉克,2
1340707,26938137,艾比·雅各布森,2
1357078,26938137,玛雅·厄斯金,2
1357550,26938137,詹·塔洛克,2
1010046,26938137,艾米丽·派克,2
1365356,26938137,海蒂·索兹蒙,2
1327465,30312832,王宁,0
1361150,30312832,艾亦文,1
cf62a0af-3fd6-42b6-a965-97f747e217bc,30312832,刘益峰,1
90225cb1-89a0-41a4-afd9-c07de8f59b17,30312832,柴健龙,1
1397904,30312832,王圻文宣,2
1339706,30312832,曹然然,2
1e94fef3-31aa-458c-bfe1-b85740108a55,30312832,成宗焕,2
ca987119-f4cc-4492-bfe9-781d5cf7d55f,30312832,鹏GG,2
509af82f-2fad-4e76-96c4-3e03f25bd94e,30312832,孙源东,2
1342632,30215191,杨江,0
1342633,30215191,王方,1
1329886,30215191,刘婧,2
1392430,30215191,翼贞贞,2
1326947,30215191,赵铭岳,2
c64f4da1-5e5c-44d9-bb8a-01271b751dd5,30299815,曹硕,0
0af74c67-cc24-4c29-8ff4-da1a9888436b,30377700,Adriene Hill,2
9389c1a0-b67e-466f-bc6d-fb9901394e73,27144971,轟おうる,0
9a41c803-76fd-4257-af6c-2851df50eccd,27144971,岡嶋心,1
1341567,27144971,齐藤壮马,2
1275199,27144971,日笠阳子,2
1033344,27144971,冈村明美,2
1276138,27144971,三瓶由布子,2
1276137,27144971,喜多村英梨,2
1206535,27144971,齐藤贵美子,2
1212736,27144971,伊藤静,2
1008446,27144971,远藤绫,2
1342947,27144971,山本和臣,2
1033762,27144971,安元洋贵,2
1034346,27144971,羽多野涉,2
1047738,27144971,增田俊树,2
1351265,27144971,西山宏太朗,2
1036342,30366382,肯尼思·布拉纳,0
1045382,30366382,本·埃尔顿,1
1036342,30366382,肯尼思·布拉纳,2
1054384,30366382,朱迪·丹奇,2
1054410,30366382,伊恩·麦克莱恩,2
1075956,30366382,洛丽塔·查卡巴蒂,2
1390890,30366382,杰克·科尔格雷夫·赫斯特,2
1418083,30366382,道格·科灵,2
1415182,30366382,埃莉诺·德·罗汉,2
1357618,30366382,菲尔·邓斯特,2
da104b2c-f87a-490f-a20b-5cfca404ba9a,30299342,齐音,0
d33a32ec-cb0f-4d11-8d88-28c8bf1344b0,30299342,大师兄,1
869acbdb-6eec-41db-86b4-2e05d9b876de,30299342,杨葳,1
e32357f6-3fa8-4ce8-b2d7-f4ac86ba9002,30299342,邓有骏,2
8a56fb9a-18c4-4875-a700-a83e4f44a7b9,30299342,聂诗,2
d9a33f4a-2087-462b-93b1-8d1c28f06017,30299342,杨倩颖,2
1391852,30299342,段同舟,2
1378026,30299342,冼兆天,2
3fb0de90-6f96-444a-86cc-cdfca4df85b7,30299342,齐浚羽,2
b72e3b25-baa0-41d0-a4fc-f506207b8aac,30382776,杨崇宇,0
f16b0950-da83-43d4-bc84-7c947ed7c870,30382776,舒媛,1
1313961,30382776,路宏,2
1340988,30382776,陈嘉敏,2
314985ac-d958-4b6e-aaee-26ad68a4fee0,30382776,孙尔辰,2
d04d715e-fe19-4eab-842a-3e80c37b5d97,30382776,王彦文,2
12070cbe-461c-4042-9e08-463f45405ec7,30382776,王艾文,2
bc11c7b0-3ec7-4b26-80f1-bb8c4da0c2e3,30371826,Mary Helena Clark,0
1413976,30408172,加雅拉杰,0
1413976,30408172,加雅拉杰,1
81abc1dd-5083-4a12-a226-7022a053292d,30408172,Bilas Chandrahasan Nair,2
ea5d9cec-ecf4-4c1d-929e-7aeb710ecf7f,30408172,Renji Panicker,2
f03b5234-af8e-462c-af8f-724d9b9e782c,30408172,Asha Sharath,2
df12742b-540e-49f3-87a1-1476ef6d1ea1,30384307,陈骁强,0
95ed74eb-a024-486a-b5ee-3bd4da59066d,30384307,陈骁强,1
25d94cab-23ae-48f3-832f-9e09ad72a7b5,30384307,王昭,2
4fe2783f-b4e9-482f-8e1c-7a4955a1d166,30384307,孟智超,2
181ff78d-48e1-4e94-b453-5ffc3d5349b7,30384307,王怡苏,2
9982099d-8359-457a-b355-a1e14e20f449,30384307,冯璧晴,2
1361147,27140040,及川启,0
2c3b92df-af1a-44ec-948c-ab1fec97694a,27140040,大知庆一郎,1
b2cf70cc-e028-4a43-b0f7-81889aa91aea,27140040,大武政夫,1
1391349,27140040,田中贵子,2
1392470,27140040,中岛良树,2
1339648,27140040,村川梨衣,2
1386865,27140040,本渡枫,2
1275199,27140040,日笠阳子,2
1341348,27140040,小泽亚李,2
1374109,27140040,小山刚志,2
1363331,27140040,河西健吾,2
064dc94b-0cb2-4d79-8788-d99cc9c8a7fb,34852302,Laura Stewart,0
01b8375d-6bac-43cf-97c3-7b59d124b279,34852302,Laura Stewart,1
9b6e0cf1-21d1-443d-8eda-8a61daac5609,30389623,Elizabeth Dobson,0
1316433,30389623,丹·斯诺,2
87ebd101-fc8e-40d5-800b-56f538b77ed9,30389623,Edgar Jones,2
1395666,30210200,维克劳·里普,0
1395666,30210200,诺瓦·阿米,1
1051788,30210200,维克劳·里普,1
1a1c381e-0fe2-4b76-83b1-c0849766bf07,30210200,Peter Hawks Cameron,2
1009293,26949241,乔纳森·M·戈尔茨坦,0
1388535,26949241,马克·佩雷斯,1
1013760,26949241,杰森·贝特曼,2
1053587,26949241,瑞秋·麦克亚当斯,2
1049607,26949241,凯尔·钱德勒,2
1305370,26949241,莎朗·豪根,2
1239332,26949241,比利·马格努森,2
1324073,26949241,拉蒙尼·莫里斯,2
1324803,26949241,凯莉·班伯里,2
1129549,26949241,杰西·普莱蒙,2
1004570,26949241,迈克尔·C·豪尔,2
1333426,26949241,丹尼·赫斯顿,2
1314359,26949241,切尔西·帕瑞蒂,2
1071717,26949241,卡米利·陈,2
1389274,26949241,泽瑞克·威廉姆斯,2
1355629,26949241,约书亚·米克尔,2
1180761,26949241,R·F·戴利,2
577d4fe8-45c6-4ae1-ad88-50044757058c,30209989,张涛,0
462b2b59-17da-447a-a003-1bccacde41f3,30209989,张涛,1
1349114,30209989,彭禺厶,2
1349304,30209989,李乔丹,2
1398827,30209989,于心妍,2
05d1e3ac-42b9-4ae7-a645-fa888a87ce1b,30209989,娄学贤,2
da0f9876-92f2-4fb3-8c28-00eaaa88d2b1,30209989,Prab,2
d47ba905-f809-46e3-a66f-39ecb225b8cf,30209989,Chalee,2
1349547,26786767,郦虹,0
1364488,26786767,焉栩嘉,2
3550cafa-f2f7-42b7-af8b-2476699ee523,26786767,陈怡霏,2
1351629,30179568,龙轮直征,0
1386492,30179568,成田良美,1
1244490,30179568,小野友树,2
1051347,30179568,高桥广树,2
1330000,30179568,佐藤拓也,2
1347606,30179568,内田雄马,2
1048653,30179568,鸟海浩辅,2
1034346,30179568,羽多野涉,2
4fb0a020-c16a-4f3c-8161-480eb0b9be90,30441572,Hanwen Liu,0
07a8a3ae-a7bf-4b0b-9a51-219a6b071713,30441572,Hanwen Liu,1
46a06be8-0c68-421b-8f51-c5325c9f1684,30441572,Zhuo Su,1
4a8dfece-5b64-40bf-a0ae-d268c7fb97eb,30441572,Yuan Zhao,2
f13f5847-d8e5-4ef4-bb62-a8b0c33101b2,30441572,Ming Jiang,2
24592183-d806-496b-b6b3-8ecedff9a313,30441572,Zhiyuan LI,2
a374c40b-d58d-4012-87f2-0bb4cd8d723c,30441572,Fengqi Zhang,2
7b7ff6a7-ab84-44d3-a1fb-2e63f6efe8ac,30441572,Xiaoping Shen,2
ca5dea95-b81f-4047-89b1-6b2448e91a62,30441572,Dasuo Liu,2
77fed0d1-8a50-4530-a592-7911d6e50808,30441572,Jian Liu,2
53e88a7f-158b-4252-8012-a66dc5be8742,30441572,Zhenghua Yang,2
2db83d67-8056-41a8-9d9b-3f08acef1ba4,27191369,齐一鸣,0
1383697,27191369,张灵儿,2
1317548,27154747,渡边步,0
1316123,27154747,土屋理敬,1
1382015,27154747,古怒田健志,1
408e23fd-1e13-48c1-af04-fc93a464cd79,27154747,末永光代,1
a60ddd2a-e731-46ec-8251-3bcbbd1d1ce1,27154747,山下宪一,1
1383172,27154747,藤原夏海,2
1351265,27154747,西山宏太朗,2
1033302,27154747,森久保祥太郎,2
1028326,27154747,森田成一,2
1034028,27154747,花泽香菜,2
1319926,27154747,高森奈津美,2
1050793,27154747,堀江由衣,2
1353575,27154747,福岛润,2
36df56b1-e11a-4f6b-a4cb-341826e55ca4,27154747,笹本优子,2
92b0105d-b54a-44e1-818e-af02d4540ea2,30253339,Ahsan Rahim,0
35857494-d622-4707-8831-40f75bcbfcf2,30253339,Ahsan Rahim,1
1261082,30253339,阿里·札法,1
1261082,30253339,阿里·札法,2
1c43d875-8831-4294-aa78-5a116fffce3e,30253339,Maya Ali,2
147c7f6b-8f1e-4287-a59e-530de14d6797,30253339,Mehmood Aslam,2
1355560,26954562,朱莉·哈特,0
1355560,26954562,朱莉·哈特,1
1316167,26954562,古古·姆巴塔-劳,2
1000397,26954562,洛莱妮·图桑特,2
1366312,26954562,萨尼雅·西德尼,2
1317101,26954562,克里斯托弗·邓汉,2
1007009,26954562,大卫·斯特雷泽恩,2
d8350121-a319-4350-9054-b24c2bbc99a8,26954562,Jermaine Washington,2
d6af4102-13d4-4c88-9b06-b02ebe2b7e4b,26954562,Tasos Hernandez,2
8ac0524a-1ab3-4785-965f-1aeb9dd5dac2,26954562,Ryan Begay,2
0ce23e98-2b3d-4908-8157-0ecb4fb9b5b9,26954562,Levi Martinez,2
9a130dce-42fb-4c4c-a0f1-14496e00a258,26954562,Michael E. Stogner,2
1237239,26954562,Richard L. Olsen,2
713b8012-19b1-4bfc-9cd0-f26fb58ec0ea,26954562,Hannah Kauffmann,2
a5937b0f-1499-4254-a165-59033333b341,26954562,Jason E. Hill,2
c8a607a7-8104-4e00-b83b-e107dca5b836,26954562,Monique Straw,2
c94843b6-fc97-4f34-aabd-532c6c2aebab,26954562,Sylvie Grontis Hagan,2
e8a6eed2-3a6e-4d87-b664-c04a2406c6ee,30161333,김경택,0
1397861,30161333,陈诗雅,2
1327583,30161333,许娜京,2
6779ec23-4816-47a9-868c-628678778335,30161333,시후,2
1284761,3259978,萨沙·杰瓦西 ,0
1284761,3259978,萨沙·杰瓦西 ,1
1354678,3259978,肖恩·麦考利,1
1019009,3259978,彼特·丁拉基,2
1045101,3259978,詹米·多南,2
1314624,3259978,米瑞·伊诺丝,2
1318675,3259978,奥娜·卓别林,2
1002695,3259978,安迪·加西亚,2
1000061,3259978,海伦娜·马特森,2
1162870,3259978,哈丽特·瓦尔特,2
1032132,3259978,华莱士·朗翰,2
1000257,3259978,丹尼尔·梅斯,2
1333947,3259978,亚当·沙皮罗,2
1333190,3259978,罗伯特·柯蒂斯·布朗,2
1112014,3259978,泰德·金,2
1348852,3259978,蒂利亚纳·布克丽瓦,2
50a35726-af63-4f0a-b901-02d813cedba0,3259978,Ashleigh Brewer,2
1133120,3259978,Mark Povinelli,2
1381621,33218318,越坂康史,0
1381621,33218318,越坂康史,1
1349541,33218318,高桥优太,1
1389053,33218318,初芽里奈,2
1354572,33218318,川上奈奈美,2
1343419,33218318,入江崇史,2
7079f747-bc50-4e1d-8b18-77d6de696113,33218318,Hirokio Andô,2
1365794,33218318,森田亚纪,2
583c5287-cdc0-4be1-9cec-fa4456d201ca,33218318,中田クルミ,2
2074ce77-df4b-4446-b113-b16ee5c39f9a,33218318,山岸万里菜,2
81e719d4-e9a1-470b-a345-8a2acb39a88c,33218318,中村尚辉,2
be0c652c-7301-45c8-8f3d-67d9cf983993,33218318,折笠慎也,2
1351621,30433696,山下智博,0
1351621,30433696,山下智博,1
1351621,30433696,山下智博,2
1360327,30433696,刘木子,2
bbe349e4-b656-40f0-9f5f-fbc0bd7f0d27,30433696,番茄娘KK,2
1002135,27090711,羽住英一郎,0
1360065,27090711,桑村沙也香,1
1324960,27090711,东出昌大,2
1350197,27090711,新田真剑佑,2
1321714,27090711,森川葵,2
1314521,27090711,北村匠海,2
1326403,27090711,町田启太,2
1004817,27090711,吉田钢太郎,2
1297164,3829481,亚瑟·艾伦·塞德尔曼,0
031a8230-1aee-4be7-afb2-0f388d67ea34,3829481,Lora Lee Ecobelli,1
1181383,3829481,Tom Ecobelli,1
1009288,3829481,克里斯·库珀,2
1049754,3829481,朱莉·卡夫娜,2
1022742,3829481,雷欧·波瓦,2
1174523,3829481,Giovanna Zacarías,2
1310097,3829481,西蒙·米勒,2
e00e7898-1b36-4571-8b9e-52d532cc33e3,3829481,Lora Lee Ecobelli,2
1181383,3829481,Tom Ecobelli,2
1293395,3829481,Steven O'Connor,2
1302648,30328947,庞帕特·沃希雷伯乔,0
1302087,30328947,罗宁·提姆,1
1313322,30328947,纳得克·库吉米亚,2
1316779,30328947,尤拉萨雅·斯帕邦德,2
1314839,30328947,娜塔玻·提米露克,2
1322497,30328947,朴朴·彭帕努,2
245880e6-b5b0-49f4-983f-de0e38a0455b,30384313,李志伦,0
1369767,30384313,黄翠华,1
1275866,30384313,田蕊妮,2
1350707,30384313,杜如风,2
1017188,30384313,车婉婉,2
1025929,30384313,谭俊彦,2
1274905,30384313,黎诺懿,2
1315300,30384313,陈山聪,2
1045679,30384313,蒋怡,2
1094192,30384313,卓韵芝,2
1366384,30384313,何颖璇,2
1327655,30384313,吴业坤,2
1045825,30384313,谷祖琳,2
1320199,30384313,袁文杰,2
1379511,30384313,刘颖镟,2
1028399,30384313,张文慈,2
1400256,30384313,丁子朗,2
b678ec15-ca73-451d-9686-bd293cb88242,30384313,朱芊佩,2
1400026,30384313,邓洢玲,2
3942e3c1-c780-4f8a-afd7-110a98d6870a,30384313,罗咏怡,2
38000917-38cc-4943-9fa8-8973d235e9ac,30384313,莫绮琼,2
1397133,27097730,铃木健太郎,0
1319770,27097730,藤冈美畅,1
1348801,27097730,千菅春香,2
1276112,27097730,冈本信彦,2
1019264,27097730,樱井孝宏,2
1383172,27097730,藤原夏海,2
1275190,27097730,伊濑茉莉也,2
1164375,27097730,大塚芳忠,2
1304339,30404774,米拉帕·扎韦里,0
1304339,30404774,米拉帕·扎韦里,1
1036581,30404774,约翰·亚伯拉罕,2
1060895,30404774,马诺杰·巴杰帕伊,2
1400460,30404774,阿姆鲁塔·可汗维卡尔,2
5b748521-30a1-4786-8ec1-b4dacb03940f,30404774,Aisha Sharma,2
1410259,30406163,塞雷娜·戴维斯,0
1818e973-4342-43a8-a12f-6555a13b71c7,30178892,Derek Peck,0
1396773,27175979,王逸帆,0
5ddd5770-2dc5-45da-9363-db4302128752,30317221,細沼孝之,0
5bba9da8-ed4e-4e9d-b4f2-80e649f4c8fd,30317221,KANEDA,1
3ea8d5dd-4938-4fb4-8d61-afd59e834a84,30317221,井上弥,1
1112df1c-2f99-48f9-adc3-67013763a438,30317221,新津徳也,1
76c289b6-e909-44a2-9297-94b3b3e17207,30317221,杉本愛莉鈴,2
1386433,30317221,ルウト,2
1338229,30317221,大和田南那,2
172c0563-1bf0-4d28-8781-d05b1247ef6d,30317221,阪上仁美,2
d25496c8-3c20-474e-84c4-a8e9c24b7f52,30317221,小池ありさ,2
6732234f-568c-49c1-b4f9-a83be1e1d28a,30345201,SungWon Cho,2
fb0df05e-0ab3-47e3-ac20-35f23e7950e6,30345201,Riley Rose Critchlow,2
1381227,30241701,黄肖英,0
1374521,30241701,刘娅,1
1375175,30241701,周碧辉,1
e74a87f8-56dc-4d5b-af08-0ff81d208468,30241701,李真如,1
79600d70-55cb-42df-a60a-8c216fc65fcc,30241701,张敏俊,1
1365861,30241701,葛震松,1
1367701,30241701,翟墨,1
1342439,30241701,郑业成,2
1330524,30241701,安悦溪,2
1317598,30241701,徐嘉苇,2
1378741,30241701,徐沐婵,2
1354730,30241701,卢峰,2
1330499,30241701,吴佩柔,2
1376372,30241701,高一清,2
1323327,30241701,毛方圆,2
1376846,30241701,苏航,2
1029156,27127795,Nicola Shindler,0
1279352,27127795,丹尼尔·布罗克赫斯特,1
1006990,27127795,克里斯托弗·埃克莱斯顿,2
1332256,27127795,葆拉·马尔科姆森,2
1362396,27127795,安东尼·鲍伊,2
1341953,27609141,伊桑·斯波尔丁,0
1324704,27609141,詹姆斯·克里格,1
1389951,27609141,杰瑞米·亚当斯,1
1156601,27609141,詹姆斯·阿诺德·泰勒,2
1139389,27609141,德怀特·舒尔茨,2
1197479,27609141,特罗伊·贝克,2
1134542,27609141,诺兰·诺斯,2
1086522,27609141,格蕾·德丽斯勒,2
1222311,27609141,卡里·佩顿,2
1347752,27609141,艾瑞克·鲍扎,2
1113456,27609141,汤姆·肯尼,2
1007036,27609141,菲尔·拉马,2
1142715,27609141,凯文·迈克尔·理查德森,2
1242167,27609141,凯特·米库奇,2
1121711,27609141,瓦内萨·马歇尔,2
1059406,27609141,迪·布拉雷·贝克尔,2
1215080,27609141,杰森·斯皮萨克,2
1328955,27609141,奥德丽·瓦西莱夫斯基,2
1307713,30192287,维塔亚·东俞扬,0
1313298,30192287,侬特拉·孔旺,1
1406437,30192287,托萨风·利安堂,1
1307713,30192287,维塔亚·东俞扬,1
1307707,30192287,埃迪森·特斯利卡森,1
1309896,30192287,桑尼·苏瓦美塔农,2
1316779,30192287,尤拉萨雅·斯帕邦德,2
1275653,30192287,尼查坤·抔勒威查固,2
1406436,30192287,安楚义昂·布阿嘎育,2
1406435,30192287,婵査勒姆·曼纳萨朋,2
a2431dec-0d4d-4309-93e8-d36aacf7cd5e,30297421,张飞鸿,0
60781b99-0106-4b1e-b1b3-a17c35fc29ec,30297421,刘安琪,2
6bcc09c0-3c24-4f9c-9920-4dd9f0050694,30242208,王凯旋,0
6a9ae2b9-ddf6-41c9-b20a-e8f8cf57b2f8,30242208,王凯旋,1
44f61f46-e29c-4bed-af23-09b94e23c5b3,30242208,宋子豪,2
3a6980e1-32e4-4b92-9785-02547500faa7,30242208,夏晨阳,2
e5935381-8d25-4ef3-93c6-73b4b0a7f246,30242208,李泽华,2
d9cc1bbe-57ae-445b-89dd-9ef1e2a86ce0,30327490,李祐亨,0
1403952,30327490,李连福,2
1193404,30327490,金康宇,2
1404032,30327490,许卿焕,2
1375421,30327490,徐恩秀,2
e790b0c9-32d4-4dd9-b7c7-556d19b93dd4,30198972,武越,0
403eb54c-b6bb-4c30-8a45-e03fd1fccd0d,30198972,武越,1
7f79239d-5f9a-4ef3-93db-adbee32d19e0,30198972,二毛,1
7ea1c45a-2215-4f37-bb53-278cd819b540,30198972,刘旭阳,2
1365025,30198972,刘馨棋,2
5158a643-a861-4f9c-8386-6f5d66c921f7,30198972,于轩洪灏,2
1376984,30198972,山长凯,2
5b6c2307-76f7-41ed-935e-9d897db3b6ff,30221793,계장혁,0
9959c119-3133-4146-941a-72013d1fcb54,30221793,김선이,2
70f175e8-a5d9-4b9f-aa34-174c68024513,30221793,백슬비,2
1350267,30196787,舟山久美子,2
1352221,30196787,椎名光,2
1313192,30196787,前田希美,2
1398589,30196787,柴田纱希,2
1363679,30196787,矢野杏奈,2
1398590,30196787,菅沼俞利,2
1352498,30196787,松本爱,2
c7a3ab07-7a24-47b4-9e0c-05ceef32608e,30122544,李哲航,0
1351804,30122544,王薇,1
b18523aa-fe46-4433-9af4-a72bb7ee6b28,30262655,Vince D'Amato,0
ce818424-384c-492e-ae58-2d6b5c9fe388,30262655,Vince D'Amato,1
38dbed96-2811-43b6-8845-2593584b0275,30262655,David Aboussafy,2
1345754,30262655,里斯·亚历山大,2
da1905cb-0763-4dbf-92f8-733126112419,30262655,Shane Burzynski,2
1345959,26933248,陈功,0
5d387a39-8675-4ebd-bab1-eac4b7898cc9,26933248,蔡文杰,1
1367594,26933248,祁晟原,2
1363203,26933248,刘戴恩,2
1362628,26933248,释小松,2
1363248,26933248,陈荣达,2
1372608,26933248,余亚颖,2
1382107,26933248,杨知周,2
1366416,26933248,葛奕德,2
1367095,26933248,刘紫璇,2
1363236,26933248,周冉,2
1384107,26933248,开新傲,2
1361736,26933248,李俊豪,2
1367098,26933248,程子阳,2
1372946,26933248,万子晴,2
1363201,26933248,陈禹衡,2
1380849,26933248,姜巧慧,2
1372748,26933248,罗熙怡,2
1366414,26933248,蔡嘉诚,2
1392420,26933248,魏雨祺,2
1392421,26933248,高一杰,2
1388981,26933248,戴豪键,2
1392422,26933248,汤子豪,2
1363251,26933248,喻峰,2
1392448,26933248,张伊凡,2
